problemIndex,crossoverProbability,mutationProbability,mean_time,std_time
1,0.3,0.1,64.58064516129032,14.885729617205843
1,0.3,0.2,54.45161290322581,4.794710347020762
1,0.3,0.3,59.935483870967744,8.322401431762216
1,0.3,0.5,40.25806451612903,3.9069829957439337
1,0.5,0.01,53.16129032258065,6.512023618884012
1,0.5,0.05,50.903225806451616,4.353962476562221
1,0.5,0.1,57.70967741935484,8.311412027596344
1,0.5,0.2,74.19354838709677,12.141991475423104
1,0.5,0.3,72.45161290322581,16.146906225192534
1,0.5,0.5,40.83870967741935,6.261505538838341
1,0.7,0.01,81.25806451612904,19.16066759786044
1,0.7,0.05,70.61290322580645,16.363938848078597
1,0.7,0.1,73.19354838709677,28.270620031920892
1,0.7,0.2,58.935483870967744,7.150456786672064
1,0.7,0.3,70.70967741935483,29.63353229972998
1,0.7,0.5,39.58064516129032,5.625976617728321
1,0.9,0.01,69.16129032258064,17.443426219626975
1,0.9,0.05,82.6774193548387,19.826559790298457
1,0.9,0.1,67.93548387096774,14.045012125000031
1,0.9,0.2,64.09677419354838,15.471166382897957
1,0.9,0.3,66.70967741935483,12.155090972886212
1,0.9,0.5,36.87096774193548,3.14898857290052
1,1.0,0.01,37.516129032258064,3.5106596506633467
1,1.0,0.05,37.87096774193548,3.584614674632603
1,1.0,0.1,37.32258064516129,3.6183522656424114
1,1.0,0.2,36.774193548387096,3.159215909255069
1,1.0,0.3,36.806451612903224,3.8679827200468
1,1.0,0.5,36.54838709677419,2.46087666868834
2,0.1,0.01,93.29032258064517,32.74160813438776
2,0.1,0.05,67.74193548387096,13.08935379595566
2,0.1,0.1,54.354838709677416,6.7554836347803375
2,0.1,0.2,68.58064516129032,16.830080597050795
2,0.1,0.3,70.19354838709677,16.581956770013022
2,0.1,0.5,39.58064516129032,4.402833887004953
2,0.3,0.01,65.90322580645162,10.329100763408457
2,0.3,0.05,60.806451612903224,7.377530548174459
2,0.3,0.1,64.54838709677419,10.80999139585664
2,0.3,0.2,66.12903225806451,17.78527843561236
2,0.3,0.3,51.74193548387097,5.1183834813704205
2,0.3,0.5,38.58064516129032,4.080638786173777
2,0.5,0.01,55.41935483870968,4.703007502640461
2,0.5,0.05,55.354838709677416,7.213637025785602
2,0.5,0.1,54.38709677419355,6.716533924353336
2,0.5,0.2,55.12903225806452,7.535435999258749
2,0.5,0.3,53.354838709677416,6.858320431401914
2,0.5,0.5,39.193548387096776,5.11481087847641
2,0.7,0.01,56.193548387096776,6.394890433456539
2,0.7,0.05,52.903225806451616,5.68832042410691
2,0.7,0.1,64.09677419354838,19.51811951104183
2,0.7,0.2,52.54838709677419,6.965815145778799
2,0.7,0.3,57.32258064516129,6.493006990982392
2,0.7,0.5,38.83870967741935,3.6796446766279702
2,0.9,0.01,52.12903225806452,4.558815163935114
2,0.9,0.05,77.45161290322581,32.359273487597974
2,0.9,0.1,68.41935483870968,10.726211488835457
2,0.9,0.2,62.096774193548384,11.163496580999096
2,0.9,0.3,71.35483870967742,14.256106030041478
2,0.9,0.5,38.645161290322584,3.3520977222904698
2,1.0,0.01,39.96774193548387,4.6150758099063545
2,1.0,0.05,39.903225806451616,4.749419885345139
2,1.0,0.1,39.483870967741936,3.5578173809414433
2,1.0,0.2,38.483870967741936,3.595098216015204
2,1.0,0.3,37.58064516129032,2.6804750020395898
2,1.0,0.5,38.74193548387097,4.434469092127293
3,0.1,0.01,58.354838709677416,8.081041133817573
3,0.1,0.05,62.54838709677419,9.718843242819315
3,0.1,0.1,72.96774193548387,15.666277734819976
3,0.1,0.2,58.67741935483871,5.521999014693827
3,0.1,0.3,56.806451612903224,5.635715599866679
3,0.1,0.5,39.774193548387096,3.106012206665805
3,0.3,0.01,67.54838709677419,20.526143832808955
3,0.3,0.05,64.41935483870968,11.624038866499564
3,0.3,0.1,61.12903225806452,11.188511773195067
3,0.3,0.2,54.096774193548384,9.43170129124708
3,0.3,0.3,57.645161290322584,8.027238574988594
3,0.3,0.5,40.354838709677416,4.062416252238515
3,0.5,0.01,73.09677419354838,13.934022723080073
3,0.5,0.05,67.25806451612904,11.430858066174743
3,0.5,0.1,70.7741935483871,12.600819225799977
3,0.5,0.2,74.25806451612904,17.416405564745524
3,0.5,0.3,71.51612903225806,13.233470111153606
3,0.5,0.5,41.193548387096776,10.037992345214288
3,0.7,0.01,68.93548387096774,23.104019107608337
3,0.7,0.05,69.16129032258064,14.67446029488773
3,0.7,0.1,66.35483870967742,11.519688615863348
3,0.7,0.2,63.354838709677416,15.751292829683907
3,0.7,0.3,69.09677419354838,15.367400211073825
3,0.7,0.5,39.774193548387096,4.17699794445209
3,0.9,0.01,50.903225806451616,4.6069139251757765
3,0.9,0.05,65.0,16.445870809010593
3,0.9,0.1,58.516129032258064,10.803922027800628
3,0.9,0.2,68.90322580645162,19.049680380012816
3,0.9,0.3,59.87096774193548,11.077731222243031
3,0.9,0.5,39.32258064516129,3.320512980190396
3,1.0,0.01,38.74193548387097,3.2961365458718883
3,1.0,0.05,40.29032258064516,4.25200774840229
3,1.0,0.1,38.903225806451616,3.884626440295791
3,1.0,0.2,39.354838709677416,4.086958013786245
3,1.0,0.3,49.45161290322581,5.175833006563094
3,1.0,0.5,50.58064516129032,7.333822075600087
4,0.1,0.01,74.48387096774194,12.617107348733404
4,0.1,0.05,72.29032258064517,14.341533038433274
4,0.1,0.1,60.41935483870968,6.489859749631918
4,0.1,0.2,78.51612903225806,20.34514023502408
4,0.1,0.3,67.61290322580645,12.63243818997963
4,0.1,0.5,51.54838709677419,4.581402330272682
4,0.3,0.01,61.41935483870968,6.09247729334238
4,0.3,0.05,73.45161290322581,12.263329373046622
4,0.3,0.1,73.80645161290323,18.895183433596177
4,0.3,0.2,60.70967741935484,5.392547625424657
4,0.3,0.3,67.87096774193549,11.595234467900655
4,0.3,0.5,52.67741935483871,5.015888733310006
4,0.5,0.01,75.38709677419355,20.798521452825824
4,0.5,0.05,76.96774193548387,15.449884295074273
4,0.5,0.1,55.483870967741936,5.620622549990558
4,0.5,0.2,66.2258064516129,12.333449578063053
4,0.5,0.3,72.80645161290323,18.6412076769697
4,0.5,0.5,54.193548387096776,6.584929029426257
4,0.7,0.01,64.64516129032258,10.07818894807586
4,0.7,0.05,57.32258064516129,6.7891437691567225
4,0.7,0.1,55.25806451612903,5.0330093180620015
4,0.7,0.2,64.12903225806451,9.010149593593034
4,0.7,0.3,57.064516129032256,8.725195256156995
4,0.7,0.5,50.806451612903224,4.06135736619101
4,0.9,0.01,78.41935483870968,30.334550371425635
4,0.9,0.05,79.12903225806451,17.50569799709772
4,0.9,0.1,62.193548387096776,8.986728566201423
4,0.9,0.2,76.74193548387096,30.058795431548802
4,0.9,0.3,71.29032258064517,16.29149788158862
4,0.9,0.5,52.193548387096776,8.419894515723698
4,1.0,0.01,50.516129032258064,4.9522450648969
4,1.0,0.05,46.54838709677419,5.53677830317366
4,1.0,0.1,41.096774193548384,3.477114116713048
4,1.0,0.2,41.74193548387097,4.122844826374815
4,1.0,0.3,40.903225806451616,3.467514371127897
4,1.0,0.5,40.774193548387096,3.3337634131149234
5,0.1,0.01,90.06451612903226,24.106618017840336
5,0.1,0.05,64.48387096774194,14.807365211817027
5,0.1,0.1,73.16129032258064,24.741458828174157
5,0.1,0.2,70.2258064516129,12.996691059443695
5,0.1,0.3,57.41935483870968,13.24329816309212
5,0.1,0.5,40.87096774193548,3.947504996694081
5,0.3,0.01,61.45161290322581,10.158210832219813
5,0.3,0.05,60.096774193548384,6.813490728986024
5,0.3,0.1,70.58064516129032,22.68299538354431
5,0.3,0.2,68.29032258064517,20.096755208054688
5,0.3,0.3,73.83870967741936,19.563736477121044
5,0.3,0.5,40.38709677419355,2.91750372013289
5,0.5,0.01,61.32258064516129,11.085687760273585
5,0.5,0.05,67.51612903225806,10.191077691595188
5,0.5,0.1,69.87096774193549,31.258856809426955
5,0.5,0.2,67.7741935483871,18.816144977862947
5,0.5,0.3,64.16129032258064,13.429064931939102
5,0.5,0.5,40.87096774193548,3.922090730582954
5,0.7,0.01,62.58064516129032,6.586725000830015
5,0.7,0.05,58.25806451612903,5.591468155058406
5,0.7,0.1,57.96774193548387,5.102181696540817
5,0.7,0.2,57.45161290322581,4.048363535038318
5,0.7,0.3,58.61290322580645,5.760077657779964
5,0.7,0.5,41.12903225806452,3.9390517935485514
5,0.9,0.01,58.483870967741936,4.395990352900664
5,0.9,0.05,59.096774193548384,5.521804286702415
5,0.9,0.1,63.83870967741935,16.248275342721865
5,0.9,0.2,53.064516129032256,4.441737526921702
5,0.9,0.3,52.45161290322581,4.639243542341929
5,0.9,0.5,40.83870967741935,4.196004243670784
5,1.0,0.01,40.25806451612903,3.265657074622542
5,1.0,0.05,41.67741935483871,3.8068980966502854
5,1.0,0.1,41.70967741935484,3.5137211840354934
5,1.0,0.2,47.25806451612903,7.958089142231248
5,1.0,0.3,50.74193548387097,4.179056846829468
5,1.0,0.5,52.096774193548384,7.2542164231554676
6,0.1,0.01,55.935483870967744,5.9157162647249395
6,0.1,0.05,66.3225806451613,14.450806429110203
6,0.1,0.1,65.70967741935483,15.95032611659732
6,0.1,0.2,63.516129032258064,9.718953879720235
6,0.1,0.3,64.6774193548387,11.852952084534872
6,0.1,0.5,53.903225806451616,5.872846207814841
6,0.3,0.01,70.38709677419355,12.257453295457525
6,0.3,0.05,64.35483870967742,8.44017530266907
6,0.3,0.1,69.96774193548387,10.183266898750261
6,0.3,0.2,87.6774193548387,23.140710298482183
6,0.3,0.3,74.35483870967742,14.934408563441169
6,0.3,0.5,53.354838709677416,5.063255784550583
6,0.5,0.01,57.67741935483871,7.751933508375801
6,0.5,0.05,57.096774193548384,6.963499305711543
6,0.5,0.1,68.41935483870968,11.752373359023805
6,0.5,0.2,68.16129032258064,9.230734077683273
6,0.5,0.3,63.58064516129032,6.386309281311008
6,0.5,0.5,54.70967741935484,6.132935938505021
6,0.7,0.01,59.645161290322584,6.1781787343130725
6,0.7,0.05,63.67741935483871,6.5948823430201955
6,0.7,0.1,58.96774193548387,6.188612504526586
6,0.7,0.2,63.70967741935484,9.14036304307109
6,0.7,0.3,64.09677419354838,8.795282215330662
6,0.7,0.5,52.54838709677419,5.169388807698766
6,0.9,0.01,63.67741935483871,8.596073121971424
6,0.9,0.05,62.354838709677416,7.167279293645411
6,0.9,0.1,61.29032258064516,6.111156728405825
6,0.9,0.2,59.54838709677419,6.307871852838162
6,0.9,0.3,66.90322580645162,8.451251736516816
6,0.9,0.5,53.774193548387096,5.4815428328124
6,1.0,0.01,52.193548387096776,5.623873841868016
6,1.0,0.05,42.87096774193548,4.006178024700275
6,1.0,0.1,41.806451612903224,3.8159258801214477
6,1.0,0.2,43.32258064516129,4.467565308414219
6,1.0,0.3,41.45161290322581,4.1620404425187045
6,1.0,0.5,42.903225806451616,4.467324618528616
