problemIndex,crossoverProbability,mutationProbability,mean_time,std_time
0,0.1,0.01,50.16129032258065,7.009977528226218
0,0.1,0.05,52.354838709677416,8.890250791726011
0,0.1,0.1,51.806451612903224,4.742849739967943
0,0.1,0.2,51.645161290322584,5.394740568966372
0,0.1,0.3,51.03225806451613,4.191132471999598
0,0.1,0.5,45.03225806451613,8.522456105168049
0,0.3,0.01,51.645161290322584,4.854883363492709
0,0.3,0.05,53.064516129032256,7.71550596254481
0,0.3,0.1,53.25806451612903,9.48671963654274
0,0.3,0.2,49.87096774193548,3.0848223664026526
0,0.3,0.3,52.064516129032256,5.452433608771823
0,0.3,0.5,54.193548387096776,8.435715163670514
0,0.5,0.01,51.774193548387096,6.24878482810514
0,0.5,0.05,53.74193548387097,6.2073490956848
0,0.5,0.1,50.87096774193548,3.703529267098892
0,0.5,0.2,54.87096774193548,9.196890545120384
0,0.5,0.3,52.61290322580645,5.181231638358065
0,0.5,0.5,40.54838709677419,7.325019725467953
0,0.7,0.01,49.193548387096776,3.3007004795821713
0,0.7,0.05,68.70967741935483,17.741088933860283
0,0.7,0.1,62.74193548387097,10.392201377108009
0,0.7,0.2,52.41935483870968,5.5604208087061595
0,0.7,0.3,58.74193548387097,13.243785314718961
0,0.7,0.5,38.25806451612903,3.395759531489077
0,0.9,0.01,57.193548387096776,9.96132305415537
0,0.9,0.05,61.16129032258065,11.555941543043414
0,0.9,0.1,58.45161290322581,7.628187682000751
0,0.9,0.2,53.806451612903224,6.968593137971296
0,0.9,0.3,57.25806451612903,7.916092225904916
0,0.9,0.5,38.193548387096776,4.541801073279994
0,1.0,0.01,36.25806451612903,2.265211424061543
0,1.0,0.05,36.935483870967744,2.8511457798689492
0,1.0,0.1,39.0,5.452828012447607
0,1.0,0.2,37.225806451612904,3.774561143756581
0,1.0,0.3,39.61290322580645,6.921837036292404
0,1.0,0.5,41.935483870967744,8.36634322298166
1,0.1,0.01,61.83870967741935,10.717887771364744
1,0.1,0.05,58.774193548387096,7.144740151185135
1,0.1,0.1,60.61290322580645,7.990316720276023
1,0.1,0.2,59.0,8.846845012017939
1,0.1,0.3,61.61290322580645,8.678238758929671
1,0.1,0.5,44.32258064516129,9.947820856094374
1,0.3,0.01,61.225806451612904,8.943189876173399
1,0.3,0.05,64.61290322580645,8.75091393076494
