param1_crossover,param1_mutation,param2_crossover,param2_mutation,pvalue
0.7,0.1,0.9,0.2,0.011913867848118735
0.7,0.1,0.9,0.3,1.7732886284031397e-08
0.7,0.1,0.9,0.5,3.2115818842872156e-17
0.7,0.1,1.0,0.01,5.670449887069082e-35
0.7,0.1,1.0,0.05,5.555119775161197e-18
0.7,0.1,1.0,0.1,0.30116881621697
0.7,0.1,1.0,0.2,5.707248826325375e-05
0.7,0.1,1.0,0.3,2.8669760337940415e-08
0.7,0.1,1.0,0.5,3.550983112972796e-16
0.7,0.2,0.7,0.3,1.4469361446364642e-07
0.7,0.2,0.7,0.5,3.64434239442257e-20
0.7,0.2,0.9,0.01,4.225471337493114e-34
0.7,0.2,0.9,0.05,1.0880886048969139e-10
0.7,0.2,0.9,0.1,0.11052741585879183
0.7,0.2,0.9,0.2,0.08067740738147826
0.7,0.2,0.9,0.3,6.741693896193575e-08
0.7,0.2,0.9,0.5,2.30979190035725e-21
0.7,0.2,1.0,0.01,1.4361315434239331e-34
0.7,0.2,1.0,0.05,3.9905514343564627e-13
0.7,0.2,1.0,0.1,0.04095389746519451
0.7,0.2,1.0,0.2,0.6001647755013302
0.7,0.2,1.0,0.3,5.887813444363788e-09
0.7,0.2,1.0,0.5,2.318240067837519e-20
0.7,0.3,0.7,0.5,1.5328914205183004e-24
0.7,0.3,0.9,0.01,3.8217344691590495e-33
0.7,0.3,0.9,0.05,1.6350490670186547e-05
0.7,0.3,0.9,0.1,4.069503982788752e-05
0.7,0.3,0.9,0.2,5.2140315121010534e-11
0.7,0.3,0.9,0.3,0.43651920078101936
0.7,0.3,0.9,0.5,1.4432358045819977e-24
0.7,0.3,1.0,0.01,3.9062175082394186e-33
0.7,0.3,1.0,0.05,8.980098714341128e-07
0.7,0.3,1.0,0.1,3.201244823263372e-05
0.7,0.3,1.0,0.2,4.597875312649581e-08
0.7,0.3,1.0,0.3,0.5032824348928655
0.7,0.3,1.0,0.5,7.885282839021573e-25
0.7,0.5,0.9,0.01,1.6434060285132627e-23
0.7,0.5,0.9,0.05,0.14354145840320412
0.7,0.5,0.9,0.1,9.661439121720127e-15
0.7,0.5,0.9,0.2,4.134980107845753e-23
0.7,0.5,0.9,0.3,6.58029912375359e-25
0.7,0.5,0.9,0.5,0.3682412265468562
0.7,0.5,1.0,0.01,2.035928473084251e-23
0.7,0.5,1.0,0.05,0.8483400825638979
0.7,0.5,1.0,0.1,4.558279685146436e-15
0.7,0.5,1.0,0.2,8.241670076103932e-21
0.7,0.5,1.0,0.3,3.0770771286306153e-25
0.7,0.5,1.0,0.5,0.6086830019379816
0.9,0.01,0.9,0.05,5.010232703286284e-31
0.9,0.01,0.9,0.1,7.4604909949353776e-34
0.9,0.01,0.9,0.2,6.092220305623473e-35
0.9,0.01,0.9,0.3,1.8126481764566774e-33
0.9,0.01,0.9,0.5,3.507028191221143e-23
0.9,0.01,1.0,0.01,0.8368464028814
0.9,0.01,1.0,0.05,4.378422290040989e-31
0.9,0.01,1.0,0.1,2.495411858479143e-34
0.9,0.01,1.0,0.2,9.148992299470351e-35
0.9,0.01,1.0,0.3,1.0593989866061859e-32
0.9,0.01,1.0,0.5,1.7773355272180615e-23
0.9,0.05,0.9,0.1,1.4510831327599294e-14
0.9,0.05,0.9,0.2,7.526824597644664e-13
0.9,0.05,0.9,0.3,5.672384294227362e-05
0.9,0.05,0.9,0.5,0.108617961227515
0.9,0.05,1.0,0.01,3.541917882494041e-32
0.9,0.05,1.0,0.05,0.2901071918472866
0.9,0.05,1.0,0.1,3.82332573623267e-14
0.9,0.05,1.0,0.2,8.126745766188958e-11
0.9,0.05,1.0,0.3,0.00010458738894822177
0.9,0.05,1.0,0.5,0.17808931408259776
0.9,0.1,0.9,0.2,0.6479059584112419
0.9,0.1,0.9,0.3,4.137901823820883e-05
0.9,0.1,0.9,0.5,1.7317954300226776e-16
0.9,0.1,1.0,0.01,8.654759697381898e-35
0.9,0.1,1.0,0.05,2.0509498668335184e-17
0.9,0.1,1.0,0.1,0.35416104020281325
0.9,0.1,1.0,0.2,0.08451530287977797
0.9,0.1,1.0,0.3,9.202903848985878e-06
0.9,0.1,1.0,0.5,4.6771558960909524e-15
0.9,0.2,0.9,0.3,1.2913206571149397e-12
0.9,0.2,0.9,0.5,1.6900153847317502e-23
0.9,0.2,1.0,0.01,5.618029059323866e-35
0.9,0.2,1.0,0.05,3.5501610348967388e-15
0.9,0.2,1.0,0.1,0.25107491088519207
0.9,0.2,1.0,0.2,0.5018858486567759
0.9,0.2,1.0,0.3,6.378110638764324e-12
0.9,0.2,1.0,0.5,1.0300766155036817e-22
0.9,0.3,0.9,0.5,8.234187826310286e-25
0.9,0.3,1.0,0.01,2.093535054803161e-33
0.9,0.3,1.0,0.05,2.526980507836833e-06
0.9,0.3,1.0,0.1,3.344996924717652e-05
0.9,0.3,1.0,0.2,2.4333404731012784e-09
0.9,0.3,1.0,0.3,0.2566450782761158
0.9,0.3,1.0,0.5,6.441155093647283e-26
0.9,0.5,1.0,0.01,4.0955478537492003e-23
0.9,0.5,1.0,0.05,0.5470647409053964
0.9,0.5,1.0,0.1,9.62235399587322e-16
0.9,0.5,1.0,0.2,1.4961466541896859e-21
0.9,0.5,1.0,0.3,5.027771306173314e-25
0.9,0.5,1.0,0.5,0.6575807334244619
1.0,0.01,1.0,0.05,5.12697785726301e-31
1.0,0.01,1.0,0.1,5.608353809562063e-35
1.0,0.01,1.0,0.2,1.2485873800750445e-34
1.0,0.01,1.0,0.3,2.51468809723529e-32
1.0,0.01,1.0,0.5,2.522483214018773e-23
1.0,0.05,1.0,0.1,6.280239155209945e-16
1.0,0.05,1.0,0.2,2.83580295469564e-13
1.0,0.05,1.0,0.3,9.614790847625382e-07
1.0,0.05,1.0,0.5,0.7241105526012561
1.0,0.1,1.0,0.2,0.018079704556093246
1.0,0.1,1.0,0.3,1.8638840729350463e-05
1.0,0.1,1.0,0.5,7.000920169894792e-14
1.0,0.2,1.0,0.3,5.68771856512719e-09
1.0,0.2,1.0,0.5,3.267867843473613e-20
1.0,0.3,1.0,0.5,2.5464420101468845e-24
