problemIndex,crossoverProbability_1,mutationProbability_1,crossoverProbability_2,mutationProbability_2,pvalue
0,0.9,0.05,1.0,0.2,1.0
0,0.9,0.05,1.0,0.3,1.0
0,0.9,0.05,1.0,0.5,1.0
0,0.9,0.1,0.9,0.2,1.0
0,0.9,0.1,0.9,0.3,1.0
0,0.9,0.1,0.9,0.5,1.0
0,0.9,0.1,1.0,0.01,0.0008568260572129962
0,0.9,0.1,1.0,0.05,1.0
0,0.9,0.1,1.0,0.1,1.0
0,0.9,0.1,1.0,0.2,1.0
0,0.9,0.1,1.0,0.3,1.0
0,0.9,0.1,1.0,0.5,1.0
0,0.9,0.2,0.9,0.3,1.0
0,0.9,0.2,0.9,0.5,1.0
0,0.9,0.2,1.0,0.01,0.0008568260572129962
0,0.9,0.2,1.0,0.05,1.0
0,0.9,0.2,1.0,0.1,1.0
0,0.9,0.2,1.0,0.2,1.0
0,0.9,0.2,1.0,0.3,1.0
0,0.9,0.2,1.0,0.5,1.0
0,0.9,0.3,0.9,0.5,1.0
0,0.9,0.3,1.0,0.01,0.0008568260572129962
0,0.9,0.3,1.0,0.05,1.0
0,0.9,0.3,1.0,0.1,1.0
0,0.9,0.3,1.0,0.2,1.0
0,0.9,0.3,1.0,0.3,1.0
0,0.9,0.3,1.0,0.5,1.0
0,0.9,0.5,1.0,0.01,0.0008568260572129962
0,0.9,0.5,1.0,0.05,1.0
0,0.9,0.5,1.0,0.1,1.0
0,0.9,0.5,1.0,0.2,1.0
0,0.9,0.5,1.0,0.3,1.0
0,0.9,0.5,1.0,0.5,1.0
0,1.0,0.01,1.0,0.05,0.0008568260572129962
0,1.0,0.01,1.0,0.1,0.0008568260572129962
0,1.0,0.01,1.0,0.2,0.0008568260572129962
0,1.0,0.01,1.0,0.3,0.0008568260572129962
0,1.0,0.01,1.0,0.5,0.0008568260572129962
0,1.0,0.05,1.0,0.1,1.0
0,1.0,0.05,1.0,0.2,1.0
0,1.0,0.05,1.0,0.3,1.0
0,1.0,0.05,1.0,0.5,1.0
0,1.0,0.1,1.0,0.2,1.0
0,1.0,0.1,1.0,0.3,1.0
0,1.0,0.1,1.0,0.5,1.0
0,1.0,0.2,1.0,0.3,1.0
0,1.0,0.2,1.0,0.5,1.0
0,1.0,0.3,1.0,0.5,1.0
1,0.1,0.01,0.1,0.05,0.004508698364904227
1,0.1,0.01,0.1,0.1,0.0003974989899169581
1,0.1,0.01,0.1,0.2,1.7462195745845654e-06
1,0.1,0.01,0.1,0.3,1.7462195745845654e-06
1,0.1,0.01,0.1,0.5,1.7462195745845654e-06
1,0.1,0.01,0.3,0.01,0.04249180395888046
1,0.1,0.01,0.3,0.05,0.0032568078424316583
1,0.1,0.01,0.3,0.1,0.00015616408873779037
1,0.1,0.01,0.3,0.2,1.7462195745845654e-06
1,0.1,0.01,0.3,0.3,1.7462195745845654e-06
1,0.1,0.01,0.3,0.5,1.7462195745845654e-06
1,0.1,0.01,0.5,0.01,0.13669664984343044
1,0.1,0.01,0.5,0.05,0.0037836110435746557
1,0.1,0.01,0.5,0.1,0.002194634416857452
1,0.1,0.01,0.5,0.2,1.7462195745845654e-06
1,0.1,0.01,0.5,0.3,1.7462195745845654e-06
1,0.1,0.01,0.5,0.5,1.7462195745845654e-06
1,0.1,0.01,0.7,0.01,0.8750429169129073
1,0.1,0.01,0.7,0.05,0.0020918217815152455
1,0.1,0.01,0.7,0.1,0.0010607819546809344
1,0.1,0.01,0.7,0.2,1.7462195745845654e-06
1,0.1,0.01,0.7,0.3,1.7462195745845654e-06
1,0.1,0.01,0.7,0.5,1.7462195745845654e-06
1,0.1,0.01,0.9,0.01,0.7483841074687045
1,0.1,0.01,0.9,0.05,0.0037836110435746557
1,0.1,0.01,0.9,0.1,0.0007761769772419226
1,0.1,0.01,0.9,0.2,1.9784034120269484e-06
1,0.1,0.01,0.9,0.3,1.7462195745845654e-06
1,0.1,0.01,0.9,0.5,1.7462195745845654e-06
1,0.1,0.01,1.0,0.01,0.5177748979404435
1,0.1,0.01,1.0,0.05,0.003019025887466124
1,0.1,0.01,1.0,0.1,0.0010992465913999125
1,0.1,0.01,1.0,0.2,2.773867892974101e-06
1,0.1,0.01,1.0,0.3,1.7462195745845654e-06
1,0.1,0.01,1.0,0.5,1.7462195745845654e-06
1,0.1,0.05,0.1,0.1,0.006655605482949377
1,0.1,0.05,0.1,0.2,3.414173577297533e-07
1,0.1,0.05,0.1,0.3,3.414173577297533e-07
1,0.1,0.05,0.1,0.5,3.414173577297533e-07
1,0.1,0.05,0.3,0.01,0.0169473483375683
1,0.1,0.05,0.3,0.05,0.27630291733748347
1,0.1,0.05,0.3,0.1,0.020921335337794014
1,0.1,0.05,0.3,0.2,3.414173577297533e-07
1,0.1,0.05,0.3,0.3,3.414173577297533e-07
1,0.1,0.05,0.3,0.5,3.414173577297533e-07
1,0.1,0.05,0.5,0.01,0.004092057759994976
1,0.1,0.05,0.5,0.05,0.15729920705028502
1,0.1,0.05,0.5,0.1,0.7054569861112734
1,0.1,0.05,0.5,0.2,3.414173577297533e-07
1,0.1,0.05,0.5,0.3,3.414173577297533e-07
1,0.1,0.05,0.5,0.5,3.414173577297533e-07
1,0.1,0.05,0.7,0.01,0.0031612220209069567
1,0.1,0.05,0.7,0.05,0.6547208460185769
1,0.1,0.05,0.7,0.1,0.4142161782425253
1,0.1,0.05,0.7,0.2,3.414173577297533e-07
1,0.1,0.05,0.7,0.3,3.414173577297533e-07
1,0.1,0.05,0.7,0.5,3.414173577297533e-07
1,0.1,0.05,0.9,0.01,0.0021231786370748754
1,0.1,0.05,0.9,0.05,0.0832645166635504
1,0.1,0.05,0.9,0.1,0.057779571123597245
1,0.1,0.05,0.9,0.2,5.337263600339106e-07
1,0.1,0.05,0.9,0.3,3.414173577297533e-07
1,0.1,0.05,0.9,0.5,3.414173577297533e-07
1,0.1,0.05,1.0,0.01,0.00311609469471783
1,0.1,0.05,1.0,0.05,0.5637028616507731
1,0.1,0.05,1.0,0.1,0.0955807045456294
1,0.1,0.05,1.0,0.2,9.633570086430965e-07
1,0.1,0.05,1.0,0.3,3.414173577297533e-07
1,0.1,0.05,1.0,0.5,3.414173577297533e-07
1,0.1,0.1,0.1,0.2,3.737981840170154e-05
1,0.1,0.1,0.1,0.3,3.737981840170154e-05
1,0.1,0.1,0.1,0.5,3.737981840170154e-05
1,0.1,0.1,0.3,0.01,0.0006707020006589952
1,0.1,0.1,0.3,0.05,0.002575124069069837
1,0.1,0.1,0.3,0.1,0.8083651559145103
1,0.1,0.1,0.3,0.2,3.737981840170154e-05
1,0.1,0.1,0.3,0.3,3.737981840170154e-05
1,0.1,0.1,0.3,0.5,3.737981840170154e-05
1,0.1,0.1,0.5,0.01,0.00035239772348407783
1,0.1,0.1,0.5,0.05,0.0022819372533154484
1,0.1,0.1,0.5,0.1,0.020921335337794014
1,0.1,0.1,0.5,0.2,3.737981840170154e-05
1,0.1,0.1,0.5,0.3,3.737981840170154e-05
1,0.1,0.1,0.5,0.5,3.737981840170154e-05
1,0.1,0.1,0.7,0.01,0.00015654626651856232
1,0.1,0.1,0.7,0.05,0.007526315166457887
1,0.1,0.1,0.7,0.1,0.07070114486598297
1,0.1,0.1,0.7,0.2,3.737981840170154e-05
1,0.1,0.1,0.7,0.3,3.737981840170154e-05
1,0.1,0.1,0.7,0.5,3.737981840170154e-05
1,0.1,0.1,0.9,0.01,0.00017565474743741266
1,0.1,0.1,0.9,0.05,0.0005320055051392492
1,0.1,0.1,0.9,0.1,0.46685427082272546
1,0.1,0.1,0.9,0.2,5.699411623331837e-05
1,0.1,0.1,0.9,0.3,3.737981840170154e-05
1,0.1,0.1,0.9,0.5,3.737981840170154e-05
1,0.1,0.1,1.0,0.01,0.00035908560612408824
1,0.1,0.1,1.0,0.05,0.001565402258002548
1,0.1,0.1,1.0,0.1,0.2059032107320684
1,0.1,0.1,1.0,0.2,0.00010751117672950055
1,0.1,0.1,1.0,0.3,3.737981840170154e-05
1,0.1,0.1,1.0,0.5,3.737981840170154e-05
1,0.1,0.2,0.1,0.3,1.0
1,0.1,0.2,0.1,0.5,1.0
1,0.1,0.2,0.3,0.01,2.5938650628222606e-07
1,0.1,0.2,0.3,0.05,1.903182129217052e-07
1,0.1,0.2,0.3,0.1,2.209049699858536e-05
1,0.1,0.2,0.3,0.2,1.0
1,0.1,0.2,0.3,0.3,1.0
1,0.1,0.2,0.3,0.5,1.0
1,0.1,0.2,0.5,0.01,7.986438914528027e-07
1,0.1,0.2,0.5,0.05,1.2131545083660686e-07
1,0.1,0.2,0.5,0.1,5.733031437583866e-07
1,0.1,0.2,0.5,0.2,1.0
1,0.1,0.2,0.5,0.3,1.0
1,0.1,0.2,0.5,0.5,1.0
1,0.1,0.2,0.7,0.01,9.559561925261336e-07
1,0.1,0.2,0.7,0.05,2.0345546145444244e-07
1,0.1,0.2,0.7,0.1,9.633570086430965e-07
1,0.1,0.2,0.7,0.2,1.0
1,0.1,0.2,0.7,0.3,1.0
1,0.1,0.2,0.7,0.5,1.0
1,0.1,0.2,0.9,0.01,7.965713111184243e-07
1,0.1,0.2,0.9,0.05,7.237829871739995e-08
1,0.1,0.2,0.9,0.1,7.74421643104407e-06
1,0.1,0.2,0.9,0.2,0.31731050786291415
1,0.1,0.2,0.9,0.3,1.0
1,0.1,0.2,0.9,0.5,1.0
1,0.1,0.2,1.0,0.01,8.143762069980453e-07
1,0.1,0.2,1.0,0.05,2.0345546145444244e-07
1,0.1,0.2,1.0,0.1,4.592833711753968e-06
1,0.1,0.2,1.0,0.2,0.15729920705028502
1,0.1,0.2,1.0,0.3,1.0
1,0.1,0.2,1.0,0.5,1.0
1,0.1,0.3,0.1,0.5,1.0
1,0.1,0.3,0.3,0.01,2.5938650628222606e-07
1,0.1,0.3,0.3,0.05,1.903182129217052e-07
1,0.1,0.3,0.3,0.1,2.209049699858536e-05
1,0.1,0.3,0.3,0.2,1.0
1,0.1,0.3,0.3,0.3,1.0
1,0.1,0.3,0.3,0.5,1.0
1,0.1,0.3,0.5,0.01,7.986438914528027e-07
1,0.1,0.3,0.5,0.05,1.2131545083660686e-07
1,0.1,0.3,0.5,0.1,5.733031437583866e-07
1,0.1,0.3,0.5,0.2,1.0
1,0.1,0.3,0.5,0.3,1.0
1,0.1,0.3,0.5,0.5,1.0
1,0.1,0.3,0.7,0.01,9.559561925261336e-07
1,0.1,0.3,0.7,0.05,2.0345546145444244e-07
1,0.1,0.3,0.7,0.1,9.633570086430965e-07
1,0.1,0.3,0.7,0.2,1.0
1,0.1,0.3,0.7,0.3,1.0
1,0.1,0.3,0.7,0.5,1.0
1,0.1,0.3,0.9,0.01,7.965713111184243e-07
1,0.1,0.3,0.9,0.05,7.237829871739995e-08
1,0.1,0.3,0.9,0.1,7.74421643104407e-06
1,0.1,0.3,0.9,0.2,0.31731050786291415
1,0.1,0.3,0.9,0.3,1.0
1,0.1,0.3,0.9,0.5,1.0
1,0.1,0.3,1.0,0.01,8.143762069980453e-07
1,0.1,0.3,1.0,0.05,2.0345546145444244e-07
1,0.1,0.3,1.0,0.1,4.592833711753968e-06
1,0.1,0.3,1.0,0.2,0.15729920705028502
1,0.1,0.3,1.0,0.3,1.0
1,0.1,0.3,1.0,0.5,1.0
1,0.1,0.5,0.3,0.01,2.5938650628222606e-07
1,0.1,0.5,0.3,0.05,1.903182129217052e-07
1,0.1,0.5,0.3,0.1,2.209049699858536e-05
1,0.1,0.5,0.3,0.2,1.0
1,0.1,0.5,0.3,0.3,1.0
1,0.1,0.5,0.3,0.5,1.0
1,0.1,0.5,0.5,0.01,7.986438914528027e-07
1,0.1,0.5,0.5,0.05,1.2131545083660686e-07
1,0.1,0.5,0.5,0.1,5.733031437583866e-07
1,0.1,0.5,0.5,0.2,1.0
1,0.1,0.5,0.5,0.3,1.0
1,0.1,0.5,0.5,0.5,1.0
1,0.1,0.5,0.7,0.01,9.559561925261336e-07
1,0.1,0.5,0.7,0.05,2.0345546145444244e-07
1,0.1,0.5,0.7,0.1,9.633570086430965e-07
1,0.1,0.5,0.7,0.2,1.0
1,0.1,0.5,0.7,0.3,1.0
1,0.1,0.5,0.7,0.5,1.0
1,0.1,0.5,0.9,0.01,7.965713111184243e-07
1,0.1,0.5,0.9,0.05,7.237829871739995e-08
1,0.1,0.5,0.9,0.1,7.74421643104407e-06
1,0.1,0.5,0.9,0.2,0.31731050786291415
1,0.1,0.5,0.9,0.3,1.0
1,0.1,0.5,0.9,0.5,1.0
1,0.1,0.5,1.0,0.01,8.143762069980453e-07
1,0.1,0.5,1.0,0.05,2.0345546145444244e-07
1,0.1,0.5,1.0,0.1,4.592833711753968e-06
1,0.1,0.5,1.0,0.2,0.15729920705028502
1,0.1,0.5,1.0,0.3,1.0
1,0.1,0.5,1.0,0.5,1.0
1,0.3,0.01,0.3,0.05,0.01595880466539428
1,0.3,0.01,0.3,0.1,0.0002525390709915197
1,0.3,0.01,0.3,0.2,2.5938650628222606e-07
1,0.3,0.01,0.3,0.3,2.5938650628222606e-07
1,0.3,0.01,0.3,0.5,2.5938650628222606e-07
1,0.3,0.01,0.5,0.01,0.150111180748059
1,0.3,0.01,0.5,0.05,0.023544102412552784
1,0.3,0.01,0.5,0.1,0.006655605482949389
1,0.3,0.01,0.5,0.2,2.5938650628222606e-07
1,0.3,0.01,0.5,0.3,2.5938650628222606e-07
1,0.3,0.01,0.5,0.5,2.5938650628222606e-07
1,0.3,0.01,0.7,0.01,0.06501226918894083
1,0.3,0.01,0.7,0.05,0.0157641152996124
1,0.3,0.01,0.7,0.1,0.004245585155691297
1,0.3,0.01,0.7,0.2,2.5938650628222606e-07
1,0.3,0.01,0.7,0.3,2.5938650628222606e-07
1,0.3,0.01,0.7,0.5,2.5938650628222606e-07
1,0.3,0.01,0.9,0.01,0.017001659139949905
1,0.3,0.01,0.9,0.05,0.03389485352468927
1,0.3,0.01,0.9,0.1,0.001079983179644933
1,0.3,0.01,0.9,0.2,3.324813080190732e-07
1,0.3,0.01,0.9,0.3,2.5938650628222606e-07
1,0.3,0.01,0.9,0.5,2.5938650628222606e-07
1,0.3,0.01,1.0,0.01,0.06512021296439234
1,0.3,0.01,1.0,0.05,0.0157641152996124
1,0.3,0.01,1.0,0.1,0.0017329173059181884
1,0.3,0.01,1.0,0.2,7.006251622157755e-07
1,0.3,0.01,1.0,0.3,2.5938650628222606e-07
1,0.3,0.01,1.0,0.5,2.5938650628222606e-07
1,0.3,0.05,0.3,0.1,0.0022819372533154484
1,0.3,0.05,0.3,0.2,1.903182129217052e-07
1,0.3,0.05,0.3,0.3,1.903182129217052e-07
1,0.3,0.05,0.3,0.5,1.903182129217052e-07
1,0.3,0.05,0.5,0.01,0.005934470694108594
1,0.3,0.05,0.5,0.05,0.31731050786291415
1,0.3,0.05,0.5,0.1,0.2216236024593935
1,0.3,0.05,0.5,0.2,1.903182129217052e-07
1,0.3,0.05,0.5,0.3,1.903182129217052e-07
1,0.3,0.05,0.5,0.5,1.903182129217052e-07
1,0.3,0.05,0.7,0.01,0.00302700338129744
1,0.3,0.05,0.7,0.05,0.7054569861112734
1,0.3,0.05,0.7,0.1,0.06599205505934758
1,0.3,0.05,0.7,0.2,1.903182129217052e-07
1,0.3,0.05,0.7,0.3,1.903182129217052e-07
1,0.3,0.05,0.7,0.5,1.903182129217052e-07
1,0.3,0.05,0.9,0.01,0.0020394547023512865
1,0.3,0.05,0.9,0.05,0.17971249487899976
1,0.3,0.05,0.9,0.1,0.0058075960409265425
1,0.3,0.05,0.9,0.2,1.903182129217052e-07
1,0.3,0.05,0.9,0.3,1.903182129217052e-07
1,0.3,0.05,0.9,0.5,1.903182129217052e-07
1,0.3,0.05,1.0,0.01,0.004753229214898705
1,0.3,0.05,1.0,0.05,0.7054569861112734
1,0.3,0.05,1.0,0.1,0.022949709411095993
1,0.3,0.05,1.0,0.2,5.337263600339106e-07
1,0.3,0.05,1.0,0.3,1.903182129217052e-07
1,0.3,0.05,1.0,0.5,1.903182129217052e-07
1,0.3,0.1,0.3,0.2,2.209049699858536e-05
1,0.3,0.1,0.3,0.3,2.209049699858536e-05
1,0.3,0.1,0.3,0.5,2.209049699858536e-05
1,0.3,0.1,0.5,0.01,0.0003449809283123965
1,0.3,0.1,0.5,0.05,0.001565402258002548
1,0.3,0.1,0.5,0.1,0.019630657257290667
1,0.3,0.1,0.5,0.2,2.209049699858536e-05
1,0.3,0.1,0.5,0.3,2.209049699858536e-05
1,0.3,0.1,0.5,0.5,2.209049699858536e-05
1,0.3,0.1,0.7,0.01,0.0003805697647853391
1,0.3,0.1,0.7,0.05,0.006655605482949377
1,0.3,0.1,0.7,0.1,0.033894853524689246
1,0.3,0.1,0.7,0.2,2.209049699858536e-05
1,0.3,0.1,0.7,0.3,2.209049699858536e-05
1,0.3,0.1,0.7,0.5,2.209049699858536e-05
1,0.3,0.1,0.9,0.01,0.00017565474743741266
1,0.3,0.1,0.9,0.05,0.0009111188771537128
1,0.3,0.1,0.9,0.1,0.5637028616507731
1,0.3,0.1,0.9,0.2,2.4524687715173448e-05
1,0.3,0.1,0.9,0.3,2.209049699858536e-05
1,0.3,0.1,0.9,0.5,2.209049699858536e-05
1,0.3,0.1,1.0,0.01,0.0005640585502400774
1,0.3,0.1,1.0,0.05,0.006655605482949377
1,0.3,0.1,1.0,0.1,0.4385780260809998
1,0.3,0.1,1.0,0.2,0.0003466193511346668
1,0.3,0.1,1.0,0.3,2.209049699858536e-05
1,0.3,0.1,1.0,0.5,2.209049699858536e-05
1,0.3,0.2,0.3,0.3,1.0
1,0.3,0.2,0.3,0.5,1.0
1,0.3,0.2,0.5,0.01,7.986438914528027e-07
1,0.3,0.2,0.5,0.05,1.2131545083660686e-07
1,0.3,0.2,0.5,0.1,5.733031437583866e-07
1,0.3,0.2,0.5,0.2,1.0
1,0.3,0.2,0.5,0.3,1.0
1,0.3,0.2,0.5,0.5,1.0
1,0.3,0.2,0.7,0.01,9.559561925261336e-07
1,0.3,0.2,0.7,0.05,2.0345546145444244e-07
1,0.3,0.2,0.7,0.1,9.633570086430965e-07
1,0.3,0.2,0.7,0.2,1.0
1,0.3,0.2,0.7,0.3,1.0
1,0.3,0.2,0.7,0.5,1.0
1,0.3,0.2,0.9,0.01,7.965713111184243e-07
1,0.3,0.2,0.9,0.05,7.237829871739995e-08
1,0.3,0.2,0.9,0.1,7.74421643104407e-06
1,0.3,0.2,0.9,0.2,0.31731050786291415
1,0.3,0.2,0.9,0.3,1.0
1,0.3,0.2,0.9,0.5,1.0
1,0.3,0.2,1.0,0.01,8.143762069980453e-07
1,0.3,0.2,1.0,0.05,2.0345546145444244e-07
1,0.3,0.2,1.0,0.1,4.592833711753968e-06
1,0.3,0.2,1.0,0.2,0.15729920705028502
1,0.3,0.2,1.0,0.3,1.0
1,0.3,0.2,1.0,0.5,1.0
1,0.3,0.3,0.3,0.5,1.0
1,0.3,0.3,0.5,0.01,7.986438914528027e-07
1,0.3,0.3,0.5,0.05,1.2131545083660686e-07
1,0.3,0.3,0.5,0.1,5.733031437583866e-07
1,0.3,0.3,0.5,0.2,1.0
1,0.3,0.3,0.5,0.3,1.0
1,0.3,0.3,0.5,0.5,1.0
1,0.3,0.3,0.7,0.01,9.559561925261336e-07
1,0.3,0.3,0.7,0.05,2.0345546145444244e-07
1,0.3,0.3,0.7,0.1,9.633570086430965e-07
1,0.3,0.3,0.7,0.2,1.0
1,0.3,0.3,0.7,0.3,1.0
1,0.3,0.3,0.7,0.5,1.0
1,0.3,0.3,0.9,0.01,7.965713111184243e-07
1,0.3,0.3,0.9,0.05,7.237829871739995e-08
1,0.3,0.3,0.9,0.1,7.74421643104407e-06
1,0.3,0.3,0.9,0.2,0.31731050786291415
1,0.3,0.3,0.9,0.3,1.0
1,0.3,0.3,0.9,0.5,1.0
1,0.3,0.3,1.0,0.01,8.143762069980453e-07
1,0.3,0.3,1.0,0.05,2.0345546145444244e-07
1,0.3,0.3,1.0,0.1,4.592833711753968e-06
1,0.3,0.3,1.0,0.2,0.15729920705028502
1,0.3,0.3,1.0,0.3,1.0
1,0.3,0.3,1.0,0.5,1.0
1,0.3,0.5,0.5,0.01,7.986438914528027e-07
1,0.3,0.5,0.5,0.05,1.2131545083660686e-07
1,0.3,0.5,0.5,0.1,5.733031437583866e-07
1,0.3,0.5,0.5,0.2,1.0
1,0.3,0.5,0.5,0.3,1.0
1,0.3,0.5,0.5,0.5,1.0
1,0.3,0.5,0.7,0.01,9.559561925261336e-07
1,0.3,0.5,0.7,0.05,2.0345546145444244e-07
1,0.3,0.5,0.7,0.1,9.633570086430965e-07
1,0.3,0.5,0.7,0.2,1.0
1,0.3,0.5,0.7,0.3,1.0
1,0.3,0.5,0.7,0.5,1.0
1,0.3,0.5,0.9,0.01,7.965713111184243e-07
1,0.3,0.5,0.9,0.05,7.237829871739995e-08
1,0.3,0.5,0.9,0.1,7.74421643104407e-06
1,0.3,0.5,0.9,0.2,0.31731050786291415
1,0.3,0.5,0.9,0.3,1.0
1,0.3,0.5,0.9,0.5,1.0
1,0.3,0.5,1.0,0.01,8.143762069980453e-07
1,0.3,0.5,1.0,0.05,2.0345546145444244e-07
1,0.3,0.5,1.0,0.1,4.592833711753968e-06
1,0.3,0.5,1.0,0.2,0.15729920705028502
1,0.3,0.5,1.0,0.3,1.0
1,0.3,0.5,1.0,0.5,1.0
1,0.5,0.01,0.5,0.05,0.008386320961798262
1,0.5,0.01,0.5,0.1,0.004481980156450947
1,0.5,0.01,0.5,0.2,7.986438914528027e-07
1,0.5,0.01,0.5,0.3,7.986438914528027e-07
1,0.5,0.01,0.5,0.5,7.986438914528027e-07
1,0.5,0.01,0.7,0.01,0.4666549828269988
1,0.5,0.01,0.7,0.05,0.006655605482949389
1,0.5,0.01,0.7,0.1,0.0029830385475470103
1,0.5,0.01,0.7,0.2,7.986438914528027e-07
1,0.5,0.01,0.7,0.3,7.986438914528027e-07
1,0.5,0.01,0.7,0.5,7.986438914528027e-07
1,0.5,0.01,0.9,0.01,0.04564042422547819
1,0.5,0.01,0.9,0.05,0.008386320961798262
1,0.5,0.01,0.9,0.1,0.002064350261092704
1,0.5,0.01,0.9,0.2,9.454131840560876e-07
1,0.5,0.01,0.9,0.3,7.986438914528027e-07
1,0.5,0.01,0.9,0.5,7.986438914528027e-07
1,0.5,0.01,1.0,0.01,0.27688711450387327
1,0.5,0.01,1.0,0.05,0.004092057759994976
1,0.5,0.01,1.0,0.1,0.002064350261092704
1,0.5,0.01,1.0,0.2,1.2870292013784078e-06
1,0.5,0.01,1.0,0.3,7.986438914528027e-07
1,0.5,0.01,1.0,0.5,7.986438914528027e-07
1,0.5,0.05,0.5,0.1,0.17971249487899976
1,0.5,0.05,0.5,0.2,1.2131545083660686e-07
1,0.5,0.05,0.5,0.3,1.2131545083660686e-07
1,0.5,0.05,0.5,0.5,1.2131545083660686e-07
1,0.5,0.05,0.7,0.01,0.004481980156450947
1,0.5,0.05,0.7,0.05,0.5637028616507731
1,0.5,0.05,0.7,0.1,0.04550026389635839
1,0.5,0.05,0.7,0.2,1.2131545083660686e-07
1,0.5,0.05,0.7,0.3,1.2131545083660686e-07
1,0.5,0.05,0.7,0.5,1.2131545083660686e-07
1,0.5,0.05,0.9,0.01,0.00302700338129744
1,0.5,0.05,0.9,0.05,0.31731050786291415
1,0.5,0.05,0.9,0.1,0.0046777349810472576
1,0.5,0.05,0.9,0.2,1.903182129217052e-07
1,0.5,0.05,0.9,0.3,1.2131545083660686e-07
1,0.5,0.05,0.9,0.5,1.2131545083660686e-07
1,0.5,0.05,1.0,0.01,0.007109552693052261
1,0.5,0.05,1.0,0.05,0.5637028616507731
1,0.5,0.05,1.0,0.1,0.019630657257290667
1,0.5,0.05,1.0,0.2,3.414173577297533e-07
1,0.5,0.05,1.0,0.3,1.2131545083660686e-07
1,0.5,0.05,1.0,0.5,1.2131545083660686e-07
1,0.5,0.1,0.5,0.2,5.733031437583866e-07
1,0.5,0.1,0.5,0.3,5.733031437583866e-07
1,0.5,0.1,0.5,0.5,5.733031437583866e-07
1,0.5,0.1,0.7,0.01,0.0020894356280924693
1,0.5,0.1,0.7,0.05,0.4142161782425253
1,0.5,0.1,0.7,0.1,0.7054569861112734
1,0.5,0.1,0.7,0.2,5.733031437583866e-07
1,0.5,0.1,0.7,0.3,5.733031437583866e-07
1,0.5,0.1,0.7,0.5,5.733031437583866e-07
1,0.5,0.1,0.9,0.01,0.0014153153573368978
1,0.5,0.1,0.9,0.05,0.04550026389635839
1,0.5,0.1,0.9,0.1,0.05878172135535886
1,0.5,0.1,0.9,0.2,8.944731824900336e-07
1,0.5,0.1,0.9,0.3,5.733031437583866e-07
1,0.5,0.1,0.9,0.5,5.733031437583866e-07
1,0.5,0.1,1.0,0.01,0.00311609469471783
1,0.5,0.1,1.0,0.05,0.4142161782425253
1,0.5,0.1,1.0,0.1,0.2059032107320684
1,0.5,0.1,1.0,0.2,4.2249094050057074e-06
1,0.5,0.1,1.0,0.3,5.733031437583866e-07
1,0.5,0.1,1.0,0.5,5.733031437583866e-07
1,0.5,0.2,0.5,0.3,1.0
1,0.5,0.2,0.5,0.5,1.0
1,0.5,0.2,0.7,0.01,9.559561925261336e-07
1,0.5,0.2,0.7,0.05,2.0345546145444244e-07
1,0.5,0.2,0.7,0.1,9.633570086430965e-07
1,0.5,0.2,0.7,0.2,1.0
1,0.5,0.2,0.7,0.3,1.0
1,0.5,0.2,0.7,0.5,1.0
1,0.5,0.2,0.9,0.01,7.965713111184243e-07
1,0.5,0.2,0.9,0.05,7.237829871739995e-08
1,0.5,0.2,0.9,0.1,7.74421643104407e-06
1,0.5,0.2,0.9,0.2,0.31731050786291415
1,0.5,0.2,0.9,0.3,1.0
1,0.5,0.2,0.9,0.5,1.0
1,0.5,0.2,1.0,0.01,8.143762069980453e-07
1,0.5,0.2,1.0,0.05,2.0345546145444244e-07
1,0.5,0.2,1.0,0.1,4.592833711753968e-06
1,0.5,0.2,1.0,0.2,0.15729920705028502
1,0.5,0.2,1.0,0.3,1.0
1,0.5,0.2,1.0,0.5,1.0
1,0.5,0.3,0.5,0.5,1.0
1,0.5,0.3,0.7,0.01,9.559561925261336e-07
1,0.5,0.3,0.7,0.05,2.0345546145444244e-07
1,0.5,0.3,0.7,0.1,9.633570086430965e-07
1,0.5,0.3,0.7,0.2,1.0
1,0.5,0.3,0.7,0.3,1.0
1,0.5,0.3,0.7,0.5,1.0
1,0.5,0.3,0.9,0.01,7.965713111184243e-07
1,0.5,0.3,0.9,0.05,7.237829871739995e-08
1,0.5,0.3,0.9,0.1,7.74421643104407e-06
1,0.5,0.3,0.9,0.2,0.31731050786291415
1,0.5,0.3,0.9,0.3,1.0
1,0.5,0.3,0.9,0.5,1.0
1,0.5,0.3,1.0,0.01,8.143762069980453e-07
1,0.5,0.3,1.0,0.05,2.0345546145444244e-07
1,0.5,0.3,1.0,0.1,4.592833711753968e-06
1,0.5,0.3,1.0,0.2,0.15729920705028502
1,0.5,0.3,1.0,0.3,1.0
1,0.5,0.3,1.0,0.5,1.0
1,0.5,0.5,0.7,0.01,9.559561925261336e-07
1,0.5,0.5,0.7,0.05,2.0345546145444244e-07
1,0.5,0.5,0.7,0.1,9.633570086430965e-07
1,0.5,0.5,0.7,0.2,1.0
1,0.5,0.5,0.7,0.3,1.0
1,0.5,0.5,0.7,0.5,1.0
1,0.5,0.5,0.9,0.01,7.965713111184243e-07
1,0.5,0.5,0.9,0.05,7.237829871739995e-08
1,0.5,0.5,0.9,0.1,7.74421643104407e-06
1,0.5,0.5,0.9,0.2,0.31731050786291415
1,0.5,0.5,0.9,0.3,1.0
1,0.5,0.5,0.9,0.5,1.0
1,0.5,0.5,1.0,0.01,8.143762069980453e-07
