problemIndex,crossoverProbability,mutationProbability,mean_time,std_time
0,0.1,0.01,72.87096774193549,10.078829083724196
0,0.1,0.05,70.90322580645162,10.283821723819983
0,0.1,0.1,69.16129032258064,6.116081393580635
0,0.1,0.2,69.19354838709677,6.9350287422557955
0,0.1,0.3,68.35483870967742,6.3484821655614345
0,0.1,0.5,69.16129032258064,6.713651635255579
0,0.3,0.01,69.06451612903226,7.10837761082404
0,0.3,0.05,71.70967741935483,9.916967104873336
0,0.3,0.1,70.74193548387096,6.1099249419038655
0,0.3,0.2,71.96774193548387,5.907531187491335
0,0.3,0.3,75.35483870967742,12.07075912303993
0,0.3,0.5,75.7741935483871,9.175001098707853
0,0.5,0.01,73.0,6.153589738247643
0,0.5,0.05,74.58064516129032,7.994890841649588
0,0.5,0.1,70.96774193548387,6.549727073030052
0,0.5,0.2,71.54838709677419,7.041963313723521
0,0.5,0.3,72.35483870967742,8.452015093442801
0,0.5,0.5,69.96774193548387,6.635680678311467
0,0.7,0.01,71.90322580645162,6.823268223315849
0,0.7,0.05,69.87096774193549,5.920258640092627
0,0.7,0.1,73.29032258064517,8.295354315868998
0,0.7,0.2,71.06451612903226,7.5671900723715035
0,0.7,0.3,73.6774193548387,8.684803190148463
0,0.7,0.5,71.0,4.844240566555988
0,0.9,0.01,71.70967741935483,6.709165613234364
0,0.9,0.05,69.96774193548387,5.394341918267956
0,0.9,0.1,75.41935483870968,10.304608009844875
0,0.9,0.2,70.06451612903226,5.59127584647707
0,0.9,0.3,71.29032258064517,7.394563536306462
0,0.9,0.5,71.16129032258064,6.797532759237223
0,1.0,0.01,72.09677419354838,6.759461707905821
0,1.0,0.05,72.74193548387096,8.816528953942077
0,1.0,0.1,72.61290322580645,7.804602998038353
0,1.0,0.2,71.45161290322581,9.301751482659666
0,1.0,0.3,72.41935483870968,7.667134160594762
0,1.0,0.5,71.45161290322581,6.970598777137297
1,0.1,0.01,89.0,10.253454702359267
1,0.1,0.05,87.41935483870968,9.660138693098169
1,0.1,0.1,107.35483870967742,8.272639188299273
1,0.1,0.2,104.83870967741936,8.911029772865941
1,0.1,0.3,103.09677419354838,12.084024822631674
1,0.1,0.5,105.83870967741936,11.492306917219441
