problemIndex,crossoverProbability,mutationProbability,mean_fitness,std_fitness,problem.optimalValue
4,0.5,0.5,12367.09677419355,29.34774816882291,12400.0
4,0.7,0.01,12394.193548387097,12.321848765069554,12400.0
4,0.7,0.05,12400.0,0.0,12400.0
4,0.7,0.1,12400.0,0.0,12400.0
4,0.7,0.2,12400.0,0.0,12400.0
4,0.7,0.3,12400.0,0.0,12400.0
4,0.7,0.5,12358.709677419354,28.488820671024655,12400.0
4,0.9,0.01,12395.483870967742,13.124711978406799,12400.0
4,0.9,0.05,12400.0,0.0,12400.0
4,0.9,0.1,12400.0,0.0,12400.0
4,0.9,0.2,12400.0,0.0,12400.0
4,0.9,0.3,12400.0,0.0,12400.0
4,0.9,0.5,12370.0,27.688746209726986,12400.0
4,1.0,0.01,12375.161290322581,98.41649481470532,12400.0
4,1.0,0.05,12400.0,0.0,12400.0
4,1.0,0.1,12400.0,0.0,12400.0
4,1.0,0.2,12400.0,0.0,12400.0
4,1.0,0.3,12400.0,0.0,12400.0
4,1.0,0.5,12358.709677419354,28.016891986070494,12400.0
5,0.1,0.01,10540.967741935483,58.26404487101079,10618.0
5,0.1,0.05,10596.0,27.844808013942547,10618.0
5,0.1,0.1,10605.161290322581,16.147438959359235,10618.0
5,0.1,0.2,10611.09677419355,9.089755547536763,10618.0
5,0.1,0.3,10609.322580645161,9.717294193941724,10618.0
5,0.1,0.5,10476.193548387097,26.31529258161348,10618.0
5,0.3,0.01,10518.483870967742,108.92286903056453,10618.0
5,0.3,0.05,10593.516129032258,27.44068872768052,10618.0
5,0.3,0.1,10604.193548387097,16.250988390123034,10618.0
5,0.3,0.2,10606.90322580645,9.863585685775966,10618.0
5,0.3,0.3,10608.741935483871,10.446587136270917,10618.0
5,0.3,0.5,10474.032258064517,20.973767537835514,10618.0
5,0.5,0.01,10562.258064516129,45.43931318578347,10618.0
5,0.5,0.05,10589.09677419355,36.99491391953779,10618.0
5,0.5,0.1,10605.161290322581,14.76729895003055,10618.0
5,0.5,0.2,10612.0,9.033271832508952,10618.0
5,0.5,0.3,10606.967741935483,10.587677966919145,10618.0
5,0.5,0.5,10472.225806451614,30.363036384633993,10618.0
5,0.7,0.01,10548.193548387097,58.173544591356865,10618.0
5,0.7,0.05,10598.451612903225,26.374025997405703,10618.0
5,0.7,0.1,10608.193548387097,12.851509262439869,10618.0
5,0.7,0.2,10612.967741935483,7.914054464339017,10618.0
5,0.7,0.3,10609.258064516129,10.49751634732564,10618.0
5,0.7,0.5,10474.354838709678,30.19663158598626,10618.0
5,0.9,0.01,10525.58064516129,102.51431581119054,10618.0
5,0.9,0.05,10590.193548387097,28.831024209855165,10618.0
5,0.9,0.1,10608.709677419354,10.450497750146077,10618.0
5,0.9,0.2,10613.41935483871,7.783633228548316,10618.0
5,0.9,0.3,10606.032258064517,10.907134884920332,10618.0
5,0.9,0.5,10476.225806451614,33.779391821463555,10618.0
5,1.0,0.01,10544.387096774193,44.7955931012228,10618.0
5,1.0,0.05,10602.645161290322,16.96574664256743,10618.0
5,1.0,0.1,10604.709677419354,15.971210658321182,10618.0
5,1.0,0.2,10611.09677419355,9.089755547537035,10618.0
5,1.0,0.3,10610.774193548386,8.131050270083344,10618.0
5,1.0,0.5,10481.967741935483,27.771068723845005,10618.0
6,0.1,0.01,16253.806451612903,442.25199598983096,16537.0
6,0.1,0.05,16516.967741935485,32.71236654128113,16537.0
6,0.1,0.1,16521.677419354837,31.015466138443514,16537.0
6,0.1,0.2,16524.483870967742,22.22441745429463,16537.0
6,0.1,0.3,16458.645161290322,22.50562653663375,16537.0
6,0.1,0.5,16189.0,45.187756453859485,16537.0
6,0.3,0.01,16208.032258064517,516.8985383271374,16537.0
6,0.3,0.05,16525.967741935485,26.96229944566828,16537.0
6,0.3,0.1,16520.483870967742,30.572177948522423,16537.0
6,0.3,0.2,16532.41935483871,7.9530882620041945,16537.0
6,0.3,0.3,16466.09677419355,19.91708619704774,16537.0
6,0.3,0.5,16196.58064516129,56.500604240750704,16537.0
6,0.5,0.01,16134.41935483871,567.7723589722411,16537.0
6,0.5,0.05,16473.387096774193,248.05787999569208,16537.0
6,0.5,0.1,16512.41935483871,35.95902686257263,16537.0
6,0.5,0.2,16527.354838709678,18.53743669280531,16537.0
6,0.5,0.3,16460.83870967742,26.865215147960928,16537.0
6,0.5,0.5,16205.225806451614,55.76241845390106,16537.0
6,0.7,0.01,16038.09677419355,614.8440102898029,16537.0
6,0.7,0.05,16466.09677419355,247.76189575729126,16537.0
6,0.7,0.1,16522.83870967742,30.28101360500069,16537.0
6,0.7,0.2,16528.290322580644,14.6086585019222,16537.0
6,0.7,0.3,16469.1935483871,25.99284434203517,16537.0
6,0.7,0.5,16188.193548387097,38.71900425272552,16537.0
6,0.9,0.01,16210.741935483871,490.2157326281249,16537.0
6,0.9,0.05,16501.90322580645,41.42250180655404,16537.0
6,0.9,0.1,16520.0,27.924899283614,16537.0
6,0.9,0.2,16526.129032258064,21.021801279440975,16537.0
6,0.9,0.3,16457.90322580645,19.49419544156614,16537.0
6,0.9,0.5,16183.58064516129,42.40108032707635,16537.0
6,1.0,0.01,16190.290322580646,512.9569958289803,16537.0
6,1.0,0.05,16517.387096774193,30.719893032968226,16537.0
6,1.0,0.1,16517.870967741936,34.59069425484684,16537.0
6,1.0,0.2,16521.967741935485,26.00574791716658,16537.0
6,1.0,0.3,16465.451612903227,23.885614512613234,16537.0
6,1.0,0.5,16188.935483870968,39.42413430363923,16537.0
