problemIndex,crossoverProbability,mutationProbability,mean_time,std_time
0,0.1,0.01,94.09677419354838,130.09057225351617
0,0.1,0.05,24.451612903225808,9.742822006234194
0,0.1,0.1,22.419354838709676,6.677195986082715
0,0.1,0.2,19.967741935483872,4.505432801760868
0,0.1,0.3,19.64516129032258,3.9878848787861974
0,0.1,0.5,25.032258064516128,5.492321130255355
0,0.3,0.01,114.12903225806451,94.49929168534682
0,0.3,0.05,33.29032258064516,13.287070277496833
0,0.3,0.1,26.903225806451612,7.577839792050139
0,0.3,0.2,24.161290322580644,5.151677876792819
0,0.3,0.3,24.35483870967742,5.115651715384685
0,0.3,0.5,25.258064516129032,5.994262489722897
0,0.5,0.01,123.19354838709677,101.5133552313319
0,0.5,0.05,36.935483870967744,14.55320235978086
0,0.5,0.1,27.677419354838708,7.871412820132497
0,0.5,0.2,24.032258064516128,4.600607720491878
0,0.5,0.3,24.193548387096776,5.062406244983438
0,0.5,0.5,24.903225806451612,5.878519307386157
0,0.7,0.01,129.61290322580646,124.21102404627237
0,0.7,0.05,37.16129032258065,12.334495731331563
0,0.7,0.1,26.967741935483872,6.478085473181831
0,0.7,0.2,23.516129032258064,4.62508355053856
0,0.7,0.3,23.387096774193548,5.024456317883815
0,0.7,0.5,25.548387096774192,5.708699266192602
0,0.9,0.01,126.87096774193549,130.92230315101241
0,0.9,0.05,33.58064516129032,11.823068393465341
0,0.9,0.1,26.451612903225808,6.722294795070203
0,0.9,0.2,23.774193548387096,5.051136356764054
0,0.9,0.3,23.677419354838708,4.763661734241798
0,0.9,0.5,25.129032258064516,5.408277208648924
0,1.0,0.01,116.87096774193549,122.20058426905709
0,1.0,0.05,38.096774193548384,12.351396246874755
0,1.0,0.1,31.193548387096776,9.321728576606057
0,1.0,0.2,25.548387096774192,5.572783324201169
0,1.0,0.3,24.806451612903224,5.114810878476412
0,1.0,0.5,25.29032258064516,5.681511233155587
1,0.1,0.01,53903.290322580644,18000.78982377079
1,0.1,0.05,1207.0,1448.1720662039208
1,0.1,0.1,155.1290322580645,109.74933315985231
1,0.1,0.2,51.12903225806452,21.004351827631453
1,0.1,0.3,36.96774193548387,12.273233398926143
1,0.1,0.5,49.774193548387096,16.46148976129713
1,0.3,0.01,56131.87096774193,14972.878431221201
1,0.3,0.05,865.3548387096774,865.2059311087772
1,0.3,0.1,120.83870967741936,82.07845709002801
1,0.3,0.2,36.903225806451616,13.743737576825497
1,0.3,0.3,29.612903225806452,7.842947657417411
1,0.3,0.5,44.354838709677416,13.15940319593249
1,0.5,0.01,56130.290322580644,14978.993293261397
1,0.5,0.05,862.1612903225806,868.0403637609713
1,0.5,0.1,128.06451612903226,61.091699099998294
1,0.5,0.2,36.064516129032256,14.317670862424908
1,0.5,0.3,28.70967741935484,7.891740612341052
1,0.5,0.5,46.096774193548384,18.22700348148259
1,0.7,0.01,56129.8064516129,14980.865783657398
1,0.7,0.05,875.2258064516129,780.4807795915463
1,0.7,0.1,171.96774193548387,102.40621200915751
1,0.7,0.2,53.45161290322581,21.648462161975726
1,0.7,0.3,37.41935483870968,9.660138693098173
1,0.7,0.5,51.87096774193548,18.561145682103195
1,0.9,0.01,56132.48387096774,14970.507813410935
1,0.9,0.05,1360.0645161290322,1170.6510990465626
1,0.9,0.1,207.58064516129033,144.3183458408409
1,0.9,0.2,56.0,23.01883286934128
1,0.9,0.3,43.83870967741935,12.796084750666372
1,0.9,0.5,49.83870967741935,16.192790112049966
1,1.0,0.01,56129.93548387097,14980.366428396612
1,1.0,0.05,1742.6451612903227,1903.3422804527668
1,1.0,0.1,154.16129032258064,96.84492648015298
1,1.0,0.2,48.064516129032256,21.623961221865233
1,1.0,0.3,29.0,8.914407813571616
1,1.0,0.5,40.903225806451616,12.474921078466929
2,0.1,0.01,1395.8709677419354,1588.2425663173635
2,0.1,0.05,115.06451612903226,61.50606229409205
2,0.1,0.1,74.80645161290323,33.856973043317296
2,0.1,0.2,64.93548387096774,19.979882355127398
2,0.1,0.3,75.38709677419355,19.83545213223844
2,0.1,0.5,169.8709677419355,77.70917660760702
2,0.3,0.01,1233.6774193548388,1589.5141686921565
2,0.3,0.05,130.93548387096774,80.4880676389865
2,0.3,0.1,80.41935483870968,40.80095929717698
2,0.3,0.2,60.61290322580645,18.306059869807843
2,0.3,0.3,73.74193548387096,25.07185373007679
2,0.3,0.5,147.0,76.97575375835346
2,0.5,0.01,957.8387096774194,1011.8820450617155
2,0.5,0.05,93.41935483870968,60.34665093913574
2,0.5,0.1,58.58064516129032,27.57870457865197
2,0.5,0.2,43.45161290322581,13.027761920036816
2,0.5,0.3,54.87096774193548,14.129736811617951
2,0.5,0.5,180.51612903225808,93.75175410545374
2,0.7,0.01,1630.6129032258063,3131.34060403761
2,0.7,0.05,104.29032258064517,53.22855972025238
2,0.7,0.1,51.87096774193548,24.669470924584598
2,0.7,0.2,47.354838709677416,14.990104262694492
2,0.7,0.3,58.74193548387097,19.347640238429566
2,0.7,0.5,162.06451612903226,82.31279183046053
2,0.9,0.01,1172.3548387096773,1533.742797829047
2,0.9,0.05,83.61290322580645,36.52093228031913
2,0.9,0.1,62.25806451612903,20.299372308744726
2,0.9,0.2,49.74193548387097,11.747248591153827
2,0.9,0.3,112.90322580645162,55.404184462132264
2,0.9,0.5,171.74193548387098,83.30064735320109
2,1.0,0.01,1186.9032258064517,1481.1795379547725
2,1.0,0.05,81.25806451612904,42.33829451921391
2,1.0,0.1,54.354838709677416,18.316747140430028
2,1.0,0.2,53.25806451612903,17.671007784759542
2,1.0,0.3,60.096774193548384,16.851023388723657
2,1.0,0.5,164.83870967741936,58.489940316943134
3,0.1,0.01,6799.129032258064,5596.406762330841
3,0.1,0.05,162.6451612903226,52.59312273615044
3,0.1,0.1,85.93548387096774,26.89229813394034
3,0.1,0.2,81.70967741935483,26.28205160483366
3,0.1,0.3,131.58064516129033,53.99862602792061
3,0.1,0.5,1598.5483870967741,1301.0831856241855
3,0.3,0.01,11673.709677419354,11066.521851041089
3,0.3,0.05,200.4516129032258,73.67126925727896
3,0.3,0.1,86.93548387096774,23.377960395596205
3,0.3,0.2,83.93548387096774,26.043470690201755
3,0.3,0.3,142.29032258064515,56.414060628172656
3,0.3,0.5,1918.4516129032259,2211.012209203584
3,0.5,0.01,6784.903225806452,5029.042992822383
3,0.5,0.05,179.1290322580645,70.79347518685785
