problemIndex,crossoverProbability,mutationProbability,mean_time,std_time
3,0.5,0.1,100.93548387096774,34.7533552182337
3,0.5,0.2,87.3225806451613,23.274287811193698
3,0.5,0.3,142.61290322580646,73.58019544205033
3,0.5,0.5,1870.0967741935483,1538.740271668976
3,0.7,0.01,6569.645161290323,7425.116064405489
3,0.7,0.05,207.19354838709677,75.90143580321288
3,0.7,0.1,96.03225806451613,33.090264299304856
3,0.7,0.2,85.16129032258064,24.910635980364624
3,0.7,0.3,161.67741935483872,60.37570543233109
3,0.7,0.5,1522.741935483871,1335.4648371195683
3,0.9,0.01,9519.032258064517,8539.149764404225
3,0.9,0.05,163.51612903225808,64.44784504685006
3,0.9,0.1,109.25806451612904,28.313680723795553
3,0.9,0.2,100.06451612903226,36.88083104981138
3,0.9,0.3,170.03225806451613,55.419902484557376
3,0.9,0.5,2051.2903225806454,1893.4279177116546
3,1.0,0.01,8130.580645161291,6657.879576232428
3,1.0,0.05,209.32258064516128,74.8929845832368
3,1.0,0.1,98.25806451612904,37.620887586495066
3,1.0,0.2,102.48387096774194,39.84710024392569
3,1.0,0.3,162.19354838709677,62.291475797168644
3,1.0,0.5,2113.0967741935483,2752.4034146522285
4,0.1,0.01,28360.322580645163,27546.488281191243
4,0.1,0.05,2293.2580645161293,6613.735177480986
4,0.1,0.1,477.03225806451616,576.9412727982498
4,0.1,0.2,314.741935483871,254.19231141558095
4,0.1,0.3,1251.516129032258,1418.1672649577865
4,0.1,0.5,57391.645161290326,6900.044186082613
4,0.3,0.01,32421.1935483871,28215.570115829494
4,0.3,0.05,795.7741935483871,1115.2964541525096
4,0.3,0.1,302.03225806451616,262.1676923740436
4,0.3,0.2,305.7741935483871,264.33422147947715
4,0.3,0.3,1047.1935483870968,1184.1999104699296
4,0.3,0.5,56586.8064516129,10360.695402720658
4,0.5,0.01,24795.354838709678,26933.65553670523
4,0.5,0.05,2566.451612903226,8067.816486256612
4,0.5,0.1,539.9354838709677,900.5089648076386
4,0.5,0.2,393.9032258064516,294.9917913929934
4,0.5,0.3,1817.4193548387098,1853.9894061939967
4,0.5,0.5,57179.32258064516,9858.775229500186
4,0.7,0.01,21118.90322580645,24743.99938214629
4,0.7,0.05,2383.451612903226,5727.4663149814605
4,0.7,0.1,357.0967741935484,370.9915861434694
4,0.7,0.2,512.4193548387096,508.0701903079632
4,0.7,0.3,1551.516129032258,1452.0750639680614
4,0.7,0.5,56442.77419354839,9662.396692710967
4,0.9,0.01,17123.612903225807,24658.14832014956
4,0.9,0.05,3547.935483870968,11940.980696563365
4,0.9,0.1,325.64516129032256,365.9984105964666
4,0.9,0.2,387.35483870967744,356.0973226883438
4,0.9,0.3,1185.5483870967741,1399.6364251407026
4,0.9,0.5,51948.25806451613,19017.58246635245
4,1.0,0.01,25027.290322580644,26590.29321286692
4,1.0,0.05,1370.3548387096773,3505.774289638806
4,1.0,0.1,562.741935483871,822.0785026480919
4,1.0,0.2,350.741935483871,281.5638432921784
4,1.0,0.3,1276.516129032258,1140.9331231048773
4,1.0,0.5,57816.290322580644,9072.944157194504
5,0.1,0.01,60000.0,0.0
5,0.1,0.05,42809.22580645161,24671.99869583557
5,0.1,0.1,37592.25806451613,28703.541444646096
5,0.1,0.2,27286.290322580644,28429.21643215367
5,0.1,0.3,41922.06451612903,20310.559680349335
5,0.1,0.5,60000.0,0.0
5,0.3,0.01,60000.0,0.0
5,0.3,0.05,48376.93548387097,22212.129317012786
5,0.3,0.1,39632.903225806454,28017.862690736943
5,0.3,0.2,40023.83870967742,27409.798847731778
5,0.3,0.3,43856.3870967742,19908.430473340384
5,0.3,0.5,60000.0,0.0
5,0.5,0.01,58841.83870967742,6448.3691586672985
5,0.5,0.05,51173.354838709674,18931.1364961684
5,0.5,0.1,38302.6129032258,26925.221536293706
5,0.5,0.2,23387.709677419356,27714.65180633227
5,0.5,0.3,46864.45161290323,19222.795432920622
5,0.5,0.5,60000.0,0.0
5,0.7,0.01,60000.0,0.0
5,0.7,0.05,47159.58064516129,22582.507992949162
5,0.7,0.1,35065.83870967742,28402.3880698986
5,0.7,0.2,23867.548387096773,26506.43105215375
5,0.7,0.3,38882.87096774193,22117.096617386193
5,0.7,0.5,60000.0,0.0
5,0.9,0.01,60000.0,0.0
5,0.9,0.05,51731.1935483871,19072.414946582503
5,0.9,0.1,31788.645161290322,29639.226368163283
5,0.9,0.2,22266.774193548386,26408.846729470133
5,0.9,0.3,49760.06451612903,16561.64323355925
5,0.9,0.5,60000.0,0.0
5,1.0,0.01,60000.0,0.0
5,1.0,0.05,46194.54838709677,20957.896237995374
5,1.0,0.1,39316.290322580644,28395.241629767886
5,1.0,0.2,28575.451612903227,28470.93867535656
5,1.0,0.3,35847.3870967742,24992.366659545492
5,1.0,0.5,60000.0,0.0
6,0.1,0.01,60000.0,0.0
6,0.1,0.05,31010.41935483871,26676.853995894635
6,0.1,0.1,23336.967741935485,26464.412624609515
6,0.1,0.2,36036.903225806454,24338.00263011852
6,0.1,0.3,60000.0,0.0
6,0.1,0.5,60000.0,0.0
6,0.3,0.01,60000.0,0.0
6,0.3,0.05,23609.74193548387,24049.38810859539
6,0.3,0.1,20932.645161290322,25703.379399796682
6,0.3,0.2,24824.8064516129,25273.491540108913
6,0.3,0.3,60000.0,0.0
6,0.3,0.5,60000.0,0.0
6,0.5,0.01,56419.8064516129,13860.082716009443
6,0.5,0.05,34262.645161290326,26517.541137328186
6,0.5,0.1,30687.225806451614,25416.24553405384
6,0.5,0.2,29305.74193548387,26071.040536666656
6,0.5,0.3,60000.0,0.0
6,0.5,0.5,60000.0,0.0
6,0.7,0.01,60000.0,0.0
6,0.7,0.05,32036.129032258064,27081.491606805233
6,0.7,0.1,20793.612903225807,22847.22195027573
6,0.7,0.2,34846.45161290323,24650.47255103332
6,0.7,0.3,59636.51612903226,2023.7925432376999
6,0.7,0.5,60000.0,0.0
6,0.9,0.01,56721.25806451613,12715.905189873409
6,0.9,0.05,41441.54838709677,24241.72941965804
6,0.9,0.1,29949.354838709678,26843.01094456232
6,0.9,0.2,35855.0,22863.953554303185
6,0.9,0.3,60000.0,0.0
6,0.9,0.5,60000.0,0.0
6,1.0,0.01,59847.16129032258,850.969921002859
6,1.0,0.05,33309.645161290326,26254.475440133232
6,1.0,0.1,24799.451612903227,26656.895551731333
6,1.0,0.2,33309.12903225807,25372.974819338702
6,1.0,0.3,60000.0,0.0
6,1.0,0.5,60000.0,0.0
